Citation,DOI,Publication_Year,Paper_ID,Observation_ID,Cohort,Cohort_ID,Latitude,Longitude,Climate_region,Continent,Country,Ecosystem,Plant_invader,Scientific_name,Invsive_plant_ID,Response_variable,Response_variable_broad_cat,Response_variable_classification,Response_plant,Response_plant_scientific_name,Invader_Growth_form,Response_Plant_Growth_form,Growth_form_simililarity,Invader_Flower_symmetry,Response_plant_Flower_symmetry,Flower_symmetry_similarity,Invader_Flower_colour,Response_plant_Flower_colour,Flower_colour_similarity,Pollinator_Taxonomic_affilaition,Order,Source,Study_design,Comparison,n1i,m1i,sd1i,n2i,m2i,sd2i
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS472,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Number of visitors (Others),Abundance,Pollinator,NA,NA,Non-woody,NA,,,NA,,Yellow,NA,,Insecta,Mixed,Figure 1,Observational,Invaded vs Uninvaded,6,7.26,5.486857024,6,18.99,32.84765745
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS473,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Total number of pollinator visits to Diplotaxis erucoides,Number of visits,Pollination,Diplotaxis erucoides,Diplotaxis erucoides,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,White,Dissimilar,Insecta,Mixed,Figure 2a,Observational,Invaded vs Uninvaded,10,154.42,53.790343,10,134.69,113.8419958
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS474,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Total number of honeybee visits to Diplotaxis erucoides,Number of visits,Pollination,Diplotaxis erucoides,Diplotaxis erucoides,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,White,Dissimilar,Insecta,Hymnoptera,Figure 2b,Observational,Invaded vs Uninvaded,10,31.58,15.24217832,10,13.24,7.779203044
"Albrecht et al., 2016. Biological Invasions, 18: 1801-1812",10.1007/s10530-016-1121-6,2016,PR69,OBS475,CHT145,CHT141,39.6126922,2.2521959,Non-tropical,Europe,Spain,Cropland,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Total number of  noncorbiculate wild bee visits to Diplotaxis erucoides,Number of visits,Pollination,Diplotaxis erucoides,Diplotaxis erucoides,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,White,Dissimilar,Insecta,Hymnoptera,Figure 2c,Observational,Invaded vs Uninvaded,10,106.99,43.13346728,10,86.53,38.16869136
"Brett et al., 2024. Proc Biol Sci, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS476,CHT146,CHT142,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna,SP01,Species richness of flower visitors (Coleoptera)                                                                                                         ,Richness,Pollinator,NA,NA,Woody,NA,,,NA,,Yellow,NA,,Insecta,Coleoptera,Raw data (Dryad - allvisitsresults),Observational,Within/Near vs far,7,21.86,3.63,7,22.71,5.71
"Brett et al., 2024. Proc Biol Sci, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS477,CHT146,CHT142,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna,SP01,Species richness of flower visitors (Hymnoptera)                                                                                             ,Richness,Pollinator,NA,NA,Woody,NA,,,NA,,Yellow,NA,,Insecta,Hymnoptera,Raw data (Dryad - allvisitsresults),Observational,Within/Near vs far,7,18.14,5.96,7,15.57,2.37
"Brett et al., 2024. Proc Biol Sci, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS478,CHT146,CHT142,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna,SP01,Species richness of flower visitors (Diptera)                                                                                             ,Richness,Pollinator,NA,NA,Woody,NA,,,NA,,Yellow,NA,,Insecta,Diptera,Raw data (Dryad - allvisitsresults),Observational,Within/Near vs far,7,17,5.03,7,14.86,3.48
"Brett et al., 2024. Proc Biol Sci, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS479,CHT147,CHT143,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna and Acacia longifolia,SP02,Seed set of Carpobrotus edulis,Seed set,Pollination,Carpobrotus edulis,Carpobrotus edulis,Woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow,Similar,Insecta,Mixed,Raw data (Dryad - focals_seedcounts),Observational,Within/Near vs far,30,1170.73,358.83,30,1222.16,373.16
"Brett et al., 2024. Proc Biol Sci, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS480,CHT148,CHT144,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna and Acacia longifolia,SP02,Seed set of Edmondia sesamoides,Seed set,Pollination,Edmondia sesamoides,Edmondia sesamoides,Woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Yellow,White,Similar,Insecta,Mixed,Raw data (Dryad - focals_seedcounts),Observational,Within/Near vs far,60,88,21.86,60,112.88,32
"Brett et al., 2024. Proc Biol Sci, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS481,CHT149,CHT145,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna and Acacia longifolia,SP02,Seed set of Osteospermum moniliferum,Seed set,Pollination,Osteospermum moniliferum,Osteospermum moniliferum,Woody,Woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow,Similar,Insecta,Mixed,Raw data (Dryad - focals_seedcounts),Observational,Within/Near vs far,371,1.42,1.51,477,2.28,1.89
"Brett et al., 2024. Proceedings of The Royal Society B-Biological Sciences, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS482,CHT147,CHT143,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna and Acacia longifolia,SP02,Number of visits per floral unit of Carpobrotus edulis,Number of visits,Pollination,Carpobrotus edulis,Carpobrotus edulis,Woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow,Similar,Insecta,Mixed,Table 1,Observational,Within/Near vs far,3,30.16,0.588897275,3,25.72,0.207846097
"Brett et al., 2024. Proceedings of The Royal Society B-Biological Sciences, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS483,CHT149,CHT145,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna and Acacia longifolia,SP02,Number of visits per floral unit of Osteospermum moniliferum,Number of visits,Pollination,Osteospermum moniliferum,Osteospermum moniliferum,Woody,Woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow,Similar,Insecta,Mixed,Table 1,Observational,Within/Near vs far,3,24.81,1.35099963,3,28.51,1.749371316
"Brett et al., 2024. Proceedings of The Royal Society B-Biological Sciences, 291 (2020): 20232941 .",10.1098/rspb.2023.2941,2024,PR70,OBS484,CHT148,CHT144,-34.53388889,19.43166667,Non-tropical,Africa,South Africa,Shrubland,Acacia saligna and Acacia longifolia,Acacia saligna and Acacia longifolia,SP02,Number of visits per floral unit of Edmondia sesamoides,Number of visits,Pollination,Edmondia sesamoides,Edmondia sesamoides,Woody,Woody,Dissimilar,Actinomorphic,Actinomorphic,Similar,Yellow,White,Dissimilar,Insecta,Mixed,Table 1,Observational,Within/Near vs far,3,19.41,0.883345912,3,23.37,0.311769145
"Chittka & Schürkens, 2001. Nature, 411(6838): 653",10.1038/35079676,2001,PR71,OBS485,CHT150,CHT146,51.0635835,5.1719456,Non-tropical,Europe,Germany,Riparain,Impatiens glandulifera,Impatiens glandulifera,SP26,No. of seeds per flower of Stachys palustris,Seed set,Pollination,Stachys palustris,Stachys palustris,Non-woody,Non-woody,Similar,Zygomorphic,Zygomorphic,Similar,Purple,Purple/Pink/Lilac,Similar,Insecta,Hymnoptera,Figure1b,Observational,Invaded vs Uninvaded,2541,2.53,1.41,2567,3.29,1.1
"Uhey et al., 2020. Southwestern Entomologist, 45(3): 585-600",10.3958/059.045.0301,2020,PR72,OBS486,CHT151,CHT147,38.15,-108.89,Non-tropical,North America,USA,Riparain,Tamarix spp.,NA,SP36,Pollinator richness ,Richness,Pollinator,NA,NA,Woody,NA,,NA,NA,,NA,NA,,Insecta,Mixed,Table 3,Observational,Invaded vs Uninvaded,39,2.8,1.8734994,39,3.7,1.8734994
"Uhey et al., 2020. Southwestern Entomologist, 45(3): 585-600",10.3958/059.045.0301,2020,PR72,OBS487,CHT151,CHT147,38.15,-108.89,Non-tropical,North America,USA,Riparain,Tamarix spp.,NA,SP36,Pollinator abundance,Abundance,Pollinator,NA,NA,Woody,NA,,NA,NA,,NA,NA,,Insecta,Mixed,Table 3,Observational,Invaded vs Uninvaded,39,8.4,11.8654962,39,10.4,8.118497398
"Uhey et al., 2020. Southwestern Entomologist, 45(3): 585-600",10.3958/059.045.0301,2020,PR72,OBS488,CHT152,CHT148,38.15,-108.89,Non-tropical,North America,USA,Riparain,Tamarix spp.,NA,SP36,Pollinator richness ,Richness,Pollinator,NA,NA,Woody,NA,,NA,NA,,NA,NA,,Insecta,Mixed,Table 3,Observational,Invaded vs Uninvaded,39,2.8,1.8734994,39,2,1.2489996
"Uhey et al., 2020. Southwestern Entomologist, 45(3): 585-600",10.3958/059.045.0301,2020,PR72,OBS489,CHT152,CHT148,38.15,-108.89,Non-tropical,North America,USA,Riparain,Tamarix spp.,NA,SP36,Pollinator abundance,Abundance,Pollinator,NA,NA,Woody,NA,,NA,NA,,NA,NA,,Insecta,Mixed,Table 3,Observational,Invaded vs Uninvaded,39,8.4,11.8654962,39,3,2.497999199
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS490,CHT153,CHT149,42.93388889,-81.40694444,Non-tropical,North America,Canada,Grassland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators ,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Figure 3a,Experimental,High vs low,15,0.67,8.133265027,15,0.34,1.936491673
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS491,CHT153,CHT149,42.93388889,-81.40694444,Non-tropical,North America,Canada,Grassland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators ,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Figure 3a,Experimental,High vs low,30,12.67,10.57104536,30,4.3,4.76518625
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS492,CHT153,CHT149,42.93388889,-81.40694444,Non-tropical,North America,Canada,Grassland,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators ,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Figure 3a,Experimental,High vs low,30,10.03,8.489699641,30,3.28,2.902929555
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS493,CHT154,CHT150,42.90166667,-81.41944444,Non-tropical,North America,Canada,Riparain,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators ,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Figure 3b,Experimental,High vs low,15,3.14,11.89005887,15,0.49,1.742842506
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS494,CHT154,CHT150,42.90166667,-81.41944444,Non-tropical,North America,Canada,Riparain,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators ,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Figure 3b,Experimental,High vs low,30,12.28,18.0748444,30,5,4.984275273
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS495,CHT154,CHT150,42.90166667,-81.41944444,Non-tropical,North America,Canada,Riparain,Lythrum salicaria,Lythrum salicaria,SP33,Number of pollinators ,Abundance,Pollinator,NA,NA,Non-woody,NA,,Actinomorphic,NA,,Purple,NA,,Insecta,Mixed,Figure 3b,Experimental,High vs low,30,11.1,9.366055733,30,2.46,2.683840532
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS496,CHT153,CHT149,42.93388889,-81.40694444,Non-tropical,North America,Canada,Grassland,Lythrum salicaria,Lythrum salicaria,SP33,Visits/flower/hour to Eupatorium maculatum,Visitation rate,Pollination,Eupatorium maculatum,Eutrochium maculatum,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Purple,Lavender/Pink/Rosy purple,Similar,Insecta,Mixed,Figure 4a,Experimental,High vs low,30,0.69,3.560196624,30,0.78,3.99837467
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS497,CHT153,CHT149,42.93388889,-81.40694444,Non-tropical,North America,Canada,Grassland,Lythrum salicaria,Lythrum salicaria,SP33,Visits/flower/hour to Eupatorium maculatum,Visitation rate,Pollination,Eupatorium maculatum,Eutrochium maculatum,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Purple,Lavender/Pink/Rosy purple,Similar,Insecta,Mixed,Figure 4a,Experimental,High vs low,30,1.12,6.079720388,30,1.09,5.093819785
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS498,CHT154,CHT150,42.90166667,-81.41944444,Non-tropical,North America,Canada,Riparain,Lythrum salicaria,Lythrum salicaria,SP33,Visits/flower/hour to Eupatorium maculatum,Visitation rate,Pollination,Eupatorium maculatum,Eutrochium maculatum,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Purple,Lavender/Pink/Rosy purple,Similar,Insecta,Mixed,Figure 4b,Experimental,High vs low,30,1.17,5.477225575,30,0.27,1.204989627
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS499,CHT154,CHT150,42.90166667,-81.41944444,Non-tropical,North America,Canada,Riparain,Lythrum salicaria,Lythrum salicaria,SP33,Visits/flower/hour to Eupatorium maculatum,Visitation rate,Pollination,Eupatorium maculatum,Eutrochium maculatum,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Purple,Lavender/Pink/Rosy purple,Similar,Insecta,Mixed,Figure 4b,Experimental,High vs low,30,0.71,5.80585911,30,0.27,2.848157299
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS500,CHT153,CHT149,42.93388889,-81.40694444,Non-tropical,North America,Canada,Grassland,Lythrum salicaria,Lythrum salicaria,SP33,Fruit set of  Impatiens capensis,Fruit set,Pollination,Impatiens capensis,Impatiens capensis,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Purple,Orange,Dissimilar,Insecta,Mixed,Figure 7b,Experimental,High vs low,3,0.47,0.329089653,3,0.78,0.277128129
"Grabas & Laverty, 1999. Ecoscience, 6: 230-242",10.1080/11956860.1999.11682524,1999,PR73,OBS501,CHT154,CHT150,42.90166667,-81.41944444,Non-tropical,North America,Canada,Riparain,Lythrum salicaria,Lythrum salicaria,SP33,Fruit set of  Impatiens capensis,Fruit set,Pollination,Impatiens capensis,Impatiens capensis,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Purple,Orange,Dissimilar,Insecta,Mixed,Figure 7c,Experimental,High vs low,3,0.26,0.294448637,3,0.34,0.398371686
"Carson et al., 2016. Basic and Applied Ecology, 17: 497-507",10.1016/j.baae.2016.04.004,2016,PR74,OBS502,CHT155,CHT151,42.75,âˆ’85.29,Non-tropical,North America,USA,Wasteland/Old-field,Centaurea stoebe ssp. micranthos,Centaurea stoebe subsp. australis,SP14,Bee species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 2d,Observational,High vs low,8,3.98,6.873077913,8,6.23,4.214356416
"Carson et al., 2016. Basic and Applied Ecology, 17: 497-507",10.1016/j.baae.2016.04.004,2016,PR74,OBS503,CHT155,CHT151,42.75,âˆ’85.29,Non-tropical,North America,USA,Wasteland/Old-field,Centaurea stoebe ssp. micranthos,Centaurea stoebe subsp. australis,SP14,Bee species richness,Richness,Pollinator,NA,NA,Non-woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 2d,Observational,High vs low,8,5,2.998132752,8,5.49,0.650538239
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS504,CHT156,CHT152,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Visitation rate to ,Visitation rate,Pollination,Fumaria muralis,Fumaria muralis,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Yellow,Pink,Dissimilar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,69,1.90E-06,4.90E-05,49,1.30E-06,4.80E-05
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS505,CHT156,CHT152,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Fruit Set of Fumaria muralis,Visitation rate,Pollination,Fumaria muralis,Fumaria muralis,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Yellow,Pink,Dissimilar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,28,0.9,0.1,28,0.9,0.1
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS506,CHT157,CHT153,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Visitation rate to Raphanus raphanistrum,Visitation rate,Pollination,Raphanus raphanistrum,Raphanus raphanistrum,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow/White,Similar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,60,4.30E-05,4.70E-05,121,1.30E-05,4.80E-05
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS507,CHT157,CHT153,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Fruit Set of Raphanus raphanistrum,Visitation rate,Pollination,Raphanus raphanistrum,Raphanus raphanistrum,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow/White,Similar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,34,0.9,0.3,34,0.9,0.3
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS508,CHT158,CHT154,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Visitation rate to Vicia faba,Visitation rate,Pollination,Vicia faba,Vicia faba,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Yellow,White/Purple,Similar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,251,5.50E-05,4.70E-05,122,5.60E-05,4.10E-05
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS509,CHT158,CHT154,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Fruit Set of Vicia faba,Visitation rate,Pollination,Vicia faba,Vicia faba,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Yellow,White/Purple,Similar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,20,0.2,0.1,20,0.1,0.1
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS510,CHT159,CHT155,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Visitation rate to Brassica oleracea,Visitation rate,Pollination,Brassica oleracea,Brassica oleracea,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow,Similar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,580,1.50E-05,4.70E-05,566,1.80E-05,4.80E-05
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS511,CHT159,CHT155,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Fruit Set of Brassica oleracea,Visitation rate,Pollination,Brassica oleracea,Brassica oleracea,Non-woody,Non-woody,Similar,Actinomorphic,Actinomorphic,Similar,Yellow,Yellow,Similar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,20,0.7,0.4,18,0.5,0.4
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS512,CHT160,CHT156,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Visitation rate to Melilotus italicus,Visitation rate,Pollination,Melilotus italicus,Melilotus italicus,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Yellow,Yellow,Similar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,298,4.90E-06,4.80E-05,318,5.00E-06,4.80E-05
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS513,CHT160,CHT156,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Fruit Set of Melilotus italicus,Visitation rate,Pollination,Melilotus italicus,Melilotus italicus,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Yellow,Yellow,Similar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,54,0.9,0.1,54,0.9,0.23
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS514,CHT161,CHT157,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Visitation rate to Vicia sativa,Visitation rate,Pollination,Vicia sativa,Vicia sativa,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Yellow,Purple,Dissimilar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,24,0.00024,4.90E-05,35,0.00019,4.80E-05
"Ferrero et al., 2013. Biological Invasions 15, 2347-2358 ",10.1007/s10530-013-0457-4,2013,PR75,OBS515,CHT161,CHT157,40.16552778,8.40747222,Non-tropical,Europe,Portugal,,Oxalis pes-caprae,Oxalis pes-caprae,SP40,Fruit Set of Vicia sativa,Visitation rate,Pollination,Vicia sativa,Vicia sativa,Non-woody,Non-woody,Similar,Actinomorphic,Zygomorphic,Dissimilar,Yellow,Purple,Dissimilar,Insecta,Mixed,Table S1,Experimental,Invaded vs Removal,68,0.5,0.5,68,0.5,0.46
"Ulyshen et al., 2020. Forest Science, 66: 416-423",10.1093/forsci/fxz088,2020,PR76,OBS516,CHT162,CHT158,34.1563191,-83.9379077,Non-tropical,North America,USA,Riparain,Ligustrum sinense,Ligustrum sinense,SP28,Bee abundance,Abundance,Pollinator,NA,NA,Woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 2,Experimental,Invaded vs Removal,3,2.57,3.481422123,8,16.28,8.089301577
"Ulyshen et al., 2020. Forest Science, 66: 416-423",10.1093/forsci/fxz088,2020,PR76,OBS517,CHT163,CHT159,34.1563191,-83.9379077,Non-tropical,North America,USA,Riparain,Ligustrum sinense,Ligustrum sinense,SP28,Bee abundance,Abundance,Pollinator,NA,NA,Woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 2,Experimental,Invaded vs Removal,3,28.57,7.413177456,8,40,32.32892204
"Ulyshen et al., 2020. Forest Science, 66: 416-423",10.1093/forsci/fxz088,2020,PR76,OBS518,CHT164,CHT160,34.1563191,-83.9379077,Non-tropical,North America,USA,Riparain,Ligustrum sinense,Ligustrum sinense,SP28,Bee abundance,Abundance,Pollinator,NA,NA,Woody,NA,,,NA,,,NA,,Insecta,Hymnoptera,Figure 2,Experimental,Invaded vs Removal,4,38.57,6.28,8,43.71,28.31255552
